dimension,field,model,jurisdiction,quantity,category,role,estimate,conf_low,conf_high,conf_low_battery,conf_high_battery,conf_low_battery_unbounded,conf_high_battery_unbounded,battery_se,battery_scale,n,n_issues,degenerate_outcome,support_ok,estimable,interval_reliable,n_missing,reliability_warning,weighting,inference_target,jurisdiction_caveat,conditional,canonical_run_id
Economic,economic_left_right,deepseek-chat-v3.1,CN,share_neg2,-2,PRIMARY,0.008375209380234505,0,0.017067957319914263,0.0034299903066482723,0.02030497315173626,9.198084891520776e-4,0.015830610271316933,0.0038038458613983118,"logit, mapped back to [0,1]",597,156,FALSE,TRUE,TRUE,TRUE,0,IDEOLOGY RELIABILITY IS WEAK. Panel Krippendorff alpha for this dimension (Economic) is 0.392 in e25 for this run. DESCRIPTIVE/EXPLORATORY: this quantity should not carry substantive weight.,within-model (unweighted over that model's responses),"conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",jurisdiction is a property of the model roster; do NOT read a developer-region effect off these model comparisons,CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_012
Economic,economic_left_right,deepseek-chat-v3.1,CN,share_neg1,-1,PRIMARY,0.023450586264656615,0.011675918196994992,0.03685092127303183,0.014686813031277487,0.0372461142442262,0.012529728820682484,0.034371443708630746,0.005571968429071383,"logit, mapped back to [0,1]",597,156,FALSE,TRUE,TRUE,TRUE,0,IDEOLOGY RELIABILITY IS WEAK. Panel Krippendorff alpha for this dimension (Economic) is 0.392 in e25 for this run. DESCRIPTIVE/EXPLORATORY: this quantity should not carry substantive weight.,within-model (unweighted over that model's responses),"conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",jurisdiction is a property of the model roster; do NOT read a developer-region effect off these model comparisons,CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_012
Economic,economic_left_right,deepseek-chat-v3.1,CN,share_zero,0,PRIMARY,0.9279731993299832,0.9006457839110953,0.9525423728813559,0.9023994272838273,0.9472378056088743,0.905796661334105,0.9501497373258615,0.011314768113497985,"logit, mapped back to [0,1]",597,156,FALSE,TRUE,TRUE,TRUE,0,IDEOLOGY RELIABILITY IS WEAK. Panel Krippendorff alpha for this dimension (Economic) is 0.392 in e25 for this run. DESCRIPTIVE/EXPLORATORY: this quantity should not carry substantive weight.,within-model (unweighted over that model's responses),"conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",jurisdiction is a property of the model roster; do NOT read a developer-region effect off these model comparisons,CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_012
Economic,economic_left_right,deepseek-chat-v3.1,CN,share_pos1,1,PRIMARY,0.03685092127303183,0.02352407800777366,0.05197203860465639,0.026305680032050024,0.05140031175757819,0.024499915837703425,0.04920192670836023,0.006301649179654096,"logit, mapped back to [0,1]",597,156,FALSE,TRUE,TRUE,TRUE,0,IDEOLOGY RELIABILITY IS WEAK. Panel Krippendorff alpha for this dimension (Economic) is 0.392 in e25 for this run. DESCRIPTIVE/EXPLORATORY: this quantity should not carry substantive weight.,within-model (unweighted over that model's responses),"conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",jurisdiction is a property of the model roster; do NOT read a developer-region effect off these model comparisons,CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_012
Economic,economic_left_right,deepseek-chat-v3.1,CN,share_pos2,2,PRIMARY,0.0033500837520938024,0,0.008445945945945946,0.0010112470244932204,0.011038467948228506,-6.570333732282239e-4,0.007357200877415829,0.0020444850808125333,"logit, mapped back to [0,1]",597,156,FALSE,TRUE,TRUE,TRUE,0,IDEOLOGY RELIABILITY IS WEAK. Panel Krippendorff alpha for this dimension (Economic) is 0.392 in e25 for this run. DESCRIPTIVE/EXPLORATORY: this quantity should not carry substantive weight.,within-model (unweighted over that model's responses),"conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",jurisdiction is a property of the model roster; do NOT read a developer-region effect off these model comparisons,CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_012
Economic,economic_left_right,deepseek-chat-v3.1,CN,signed_mean,NA,SECONDARY,0.0033500837520938024,-0.01502633779264214,0.022000589789765712,-0.013280705194436566,0.01998087269862417,-0.013280705194436566,0.01998087269862417,0.008485252319793584,identity (unbounded normal),597,156,FALSE,TRUE,TRUE,TRUE,0,IDEOLOGY RELIABILITY IS WEAK. Panel Krippendorff alpha for this dimension (Economic) is 0.392 in e25 for this run. DESCRIPTIVE/EXPLORATORY: this quantity should not carry substantive weight.,within-model (unweighted over that model's responses),"conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",jurisdiction is a property of the model roster; do NOT read a developer-region effect off these model comparisons,CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_012
Economic,economic_left_right,qwen3-max,CN,share_neg2,-2,PRIMARY,0.005136986301369863,0,0.01192609296278238,0.0019359956902359585,0.013558621361604158,1.3341897631266326e-4,0.010140553626427063,0.0025528873818726782,"logit, mapped back to [0,1]",584,155,FALSE,TRUE,TRUE,TRUE,0,IDEOLOGY RELIABILITY IS WEAK. Panel Krippendorff alpha for this dimension (Economic) is 0.392 in e25 for this run. DESCRIPTIVE/EXPLORATORY: this quantity should not carry substantive weight.,within-model (unweighted over that model's responses),"conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",jurisdiction is a property of the model roster; do NOT read a developer-region effect off these model comparisons,CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_012
Economic,economic_left_right,qwen3-max,CN,share_neg1,-1,PRIMARY,0.030821917808219176,0.01692047377326565,0.04560810810810811,0.020179992358155166,0.04680776960678465,0.017843911694603462,0.04379992392183489,0.006621553363217169,"logit, mapped back to [0,1]",584,155,FALSE,TRUE,TRUE,TRUE,0,IDEOLOGY RELIABILITY IS WEAK. Panel Krippendorff alpha for this dimension (Economic) is 0.392 in e25 for this run. DESCRIPTIVE/EXPLORATORY: this quantity should not carry substantive weight.,within-model (unweighted over that model's responses),"conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",jurisdiction is a property of the model roster; do NOT read a developer-region effect off these model comparisons,CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_012
Economic,economic_left_right,qwen3-max,CN,share_zero,0,PRIMARY,0.9178082191780822,0.8883151053595969,0.9463269555987335,0.8894041341330828,0.9394142760360834,0.8930451901832586,0.9425712481729058,0.012634430627374436,"logit, mapped back to [0,1]",584,155,FALSE,TRUE,TRUE,TRUE,0,IDEOLOGY RELIABILITY IS WEAK. Panel Krippendorff alpha for this dimension (Economic) is 0.392 in e25 for this run. DESCRIPTIVE/EXPLORATORY: this quantity should not carry substantive weight.,within-model (unweighted over that model's responses),"conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",jurisdiction is a property of the model roster; do NOT read a developer-region effect off these model comparisons,CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_012
Economic,economic_left_right,qwen3-max,CN,share_pos1,1,PRIMARY,0.04280821917808219,0.027210884353741496,0.058775271766737774,0.03087913783262394,0.0590648199777834,0.02891603594585706,0.05670040241030732,0.0070879788311442975,"logit, mapped back to [0,1]",584,155,FALSE,TRUE,TRUE,TRUE,0,IDEOLOGY RELIABILITY IS WEAK. Panel Krippendorff alpha for this dimension (Economic) is 0.392 in e25 for this run. DESCRIPTIVE/EXPLORATORY: this quantity should not carry substantive weight.,within-model (unweighted over that model's responses),"conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",jurisdiction is a property of the model roster; do NOT read a developer-region effect off these model comparisons,CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_012
